"sample" "diphthong" "speaker" "T1_0." "T1_10." "T1_20." "T1_30." "T1_40." "T1_50." "T1_60." "T1_70." "T1_80." "T1_90." "T1_100." "T2_0." "T2_10." "T2_20." "T2_30." "T2_40." "T2_50." "T2_60." "T2_70." "T2_80." "T2_90." "T2_100." "T3_0." "T3_10." "T3_20." "T3_30." "T3_40." "T3_50." "T3_60." "T3_70." "T3_80." "T3_90." "T3_100." "T4_0." "T4_10." "T4_20." "T4_30." "T4_40." "T4_50." "T4_60." "T4_70." "T4_80." "T4_90." "T4_100."
"176" 176 "aI" "F" 931 1012.59322033898 930.559322033898 850.593220338983 814.220338983051 807.033898305085 763.491525423729 698.949152542373 422.559322033898 329.949152542373 283 1593 1667.86440677966 1704.54237288136 1804.71186440678 1950.03389830508 2121.93220338983 2175.20338983051 2249.03389830508 2411.93220338983 2340.42372881356 2268 3071 3033.32203389831 3139.83050847458 3173.96610169492 3080.4406779661 3053.20338983051 3019.47457627119 3102.66101694915 3057.59322033898 3132.49152542373 3104 3868 3892.08474576271 3960.13559322034 4004.83050847458 4025.06779661017 4020.64406779661 4076.5593220339 4041.32203389831 4108.49152542373 4127.96610169491 4135
"177" 177 "OY" "F" 250 339.101694915254 439.322033898305 492.762711864407 500.915254237288 489.694915254237 387.864406779661 348.203389830508 354.372881355932 369.135593220339 309 917 1032 1094.05084745763 1217 1171.42372881356 1348.8813559322 1720.52542372881 1900.23728813559 2062.16949152542 2084.52542372881 2099 2559 2878.4406779661 2899.49152542373 2800.8813559322 2706.25423728814 2689.45762711864 2611.49152542373 2584.03389830508 3191.40677966102 3221.94915254237 3635 3592 3445.94915254237 3664.42372881356 3597.71186440678 3753.5593220339 4061.01694915254 3970.22033898305 3919.23728813559 3926.06779661017 4058.59322033898 4191
"178" 178 "aI" "F" 551 837.779661016949 849.745762711864 893.813559322034 892.779661016949 831.271186440678 675.491525423729 507.915254237288 489 395.898305084746 293 1458 1870.13559322034 1918.62711864407 1970.67796610169 1942.15254237288 1979.20338983051 2062.94915254237 2236.84745762712 2314.18644067797 2554.59322033898 2749 2884 2854.76271186441 2826.8813559322 3053.16949152542 2951.38983050847 2947.83050847458 2946.69491525424 2947 3084.96610169492 3240.91525423729 3100 4175 4069.72881355932 4045.16949152542 4063.66101694915 3906.54237288136 4021.69491525424 4146.20338983051 4099.30508474576 3979.33898305085 4189.89830508475 4146
"179" 179 "aI" "F" 636 748.491525423729 831.64406779661 856.847457627119 820.457627118644 708.135593220339 630.016949152542 544.508474576271 466.593220338983 439.559322033898 411 1260 1370.16949152542 1581.01694915254 1831.52542372881 1979.62711864407 2056.72881355932 2170.86440677966 2300.74576271186 2358.69491525424 2326.69491525424 2204 2798 2820.84745762712 2645.32203389831 2903.62711864407 2868.77966101695 2804.5593220339 2853.89830508475 2887.03389830508 2993.96610169492 3325.16949152542 3089 3762 3917.27118644068 3835.66101694915 3930 3983.05084745763 4019.98305084746 4077.94915254237 4108.50847457627 4087.81355932203 4170.61016949153 4196
"180" 180 "OY" "F" 464 542.423728813559 527.016949152542 490.254237288136 488.237288135593 512.559322033898 498.64406779661 479.559322033898 460.762711864407 410.677966101695 338 1502 1409.38983050847 1252.74576271186 1057.08474576271 1009.74576271186 1215.45762711864 1279.1186440678 1312.94915254237 1643.81355932203 1751.01694915254 1719 2846 2689.23728813559 2816.23728813559 2848.86440677966 2743.52542372881 2696.03389830508 2702.72881355932 2630.30508474576 2615.01694915254 2595.33898305085 2658 3660 4002.89830508475 3993.61016949153 3928.28813559322 3840.1186440678 3978.89830508475 4166.83050847458 3999.98305084746 4019.22033898305 3936.23728813559 3930
"181" 181 "aU" "F" 744 740.728813559322 728.830508474576 708.898305084746 703.169491525424 597.796610169491 575.745762711864 477.71186440678 386.067796610169 303.694915254237 296 1328 1307.91525423729 1262.83050847458 1257.86440677966 1174.72881355932 1001.30508474576 1023.86440677966 988.457627118644 965.525423728814 1111.66101694915 1528 2924 2932.94915254237 2935.8813559322 2938.62711864407 2993.49152542373 2975.42372881356 3001.25423728814 2992.10169491525 3038.52542372881 2783.64406779661 2971 4128 4103.30508474576 4105.49152542373 4109.72881355932 4190.22033898305 4116.49152542373 4106.30508474576 4098.37288135593 4132.01694915254 3878.4406779661 3771
"182" 182 "aI" "F" 522 631.322033898305 724.389830508475 832.694915254237 914.372881355932 873.254237288136 782.593220338983 710.677966101695 635.745762711864 467.915254237288 282 1561 1693.91525423729 1661.66101694915 1671.27118644068 1736.40677966102 2026.33898305085 2207.49152542373 2305.16949152542 2322.52542372881 2272.37288135593 2191 2909 3015.76271186441 3002.57627118644 2997 2982.25423728814 2939.57627118644 2951.79661016949 2958.98305084746 2973.35593220339 3004.62711864407 3043 4032 4000.13559322034 3979.83050847458 3974.13559322034 3959.16949152542 3924.96610169492 3920.69491525424 3970.16949152542 3985.10169491525 4083.42372881356 4177
"183" 183 "aU" "F" 536 694.169491525424 656.559322033898 663.677966101695 695.610169491525 545.271186440678 462.016949152542 465.084745762712 464.508474576271 409.830508474576 361 1267 1294.59322033898 1185.25423728814 1121.27118644068 1228.64406779661 1127.49152542373 1033.01694915254 995.101694915254 972.93220338983 925.847457627119 986 3071 3057.57627118644 2936.35593220339 2850.74576271186 2853.93220338983 2861.83050847458 2848.4406779661 2800.37288135593 2921.40677966102 2911.30508474576 2868 3825 3881.59322033898 3958.89830508475 3934.15254237288 3939.91525423729 3916.59322033898 3761.57627118644 3708.94915254237 3836.35593220339 3742.64406779661 3808
"184" 184 "aI" "F" 555 672.508474576271 723.406779661017 843.593220338983 817.64406779661 745.728813559322 638.694915254237 554.169491525424 496.898305084746 429.305084745763 353 1364 1243.22033898305 1249.49152542373 1712.27118644068 1879.89830508475 2059.69491525424 2150.96610169492 2240.42372881356 2222.37288135593 2134.72881355932 1743 3071 2999.03389830508 2883.28813559322 2833.40677966102 2853.49152542373 2828.67796610169 2885.81355932203 2938.01694915254 2903.13559322034 2838.77966101695 2735 4028 3839.40677966102 3511.22033898305 4041.25423728814 4155.15254237288 4143 4131.03389830509 4251.05084745763 4191.10169491525 4073.57627118644 4195
"185" 185 "aI" "F" 514 646.779661016949 718.728813559322 884.627118644068 903.305084745763 894.35593220339 837.389830508475 748.135593220339 657.525423728814 527.966101694915 372 1638 1691.05084745763 1490.49152542373 1791.96610169492 2105.28813559322 2293.72881355932 2193.64406779661 2264.74576271186 2302.96610169492 2264.64406779661 2164 3067 2996.25423728814 3027.03389830508 3003.81355932203 2954.16949152542 2896.13559322034 2976.32203389831 2935.10169491525 2929.57627118644 2979.38983050847 3068 4160 4000.23728813559 4040.05084745763 4058.45762711864 3981.25423728814 3966.16949152542 4012.45762711864 3978.64406779661 3969.33898305085 3991.22033898305 4039
"186" 186 "aU" "F" 300 872.254237288136 640.610169491525 558.864406779661 544.440677966102 451.305084745763 409.067796610169 411 419.813559322034 440.593220338983 343 1009 1159.10169491525 1156.01694915254 1113.40677966102 1148 1040.84745762712 970.525423728814 938.966101694915 1008.10169491525 1294.96610169492 1584 2820 3242.25423728814 3334.25423728814 3107.79661016949 3123.77966101695 2897.08474576271 3289.01694915254 3489.08474576271 3094.03413502509 2794.25423728814 2687 3877 3919.74576271186 3944.45762711864 3956.40677966102 3891.86440677966 3835.37288135593 3884.57627118644 3845.50847457627 3821.39087207651 3892.64245810056 3498
